Applicant_ID,Identity_Card,Name,Age,Gender,Education_Level,Field_of_Study,Education_Background,Skills,Graduation_Year,Experience_Years,Certifications,Job_Applied,Required_Education_Levels,Required_Fields,Required_Min_Experience,Required_Max_Experience,Required_Skills,Required_Certifications,Shortlisted
855,1198180004286796,HABIYAREMYE Grace,44,Male,Master's,Business Administration,Master's in Business Administration,"Negotiation, Project Management, Strategic Planning, Business Analysis, Leadership",2006,19,MBA,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
856,1199070008915624,MUKANYIRABUKA Grace,35,Female,Bachelor's,Computer Science,Bachelor's in Computer Science,"Algorithms, Web Development, SQL, Java",2014,11,"CISSP, Azure Fundamentals",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
857,1199080005895138,KALISA Chantal,35,Male,Master's,Information Technology,Master's in Information Technology,"Windows Server, Database Administration, Networking, Cybersecurity, ITIL, Linux",2018,7,"CEH, ITIL Foundation, CCNA",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
858,1198670003034918,MUKARUHOGO Olivier,39,Female,Diploma,Law,Diploma in Law,"Corporate Law, Compliance, Negotiation",2006,19,Bar Admission,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
859,1198380004015364,NDAYISENGA Grace,42,Male,Diploma,Computer Science,Diploma in Computer Science,"Web Development, Python, C++, Algorithms, Java",2005,20,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
860,1196580006781367,NSENGIYUMVA Claudine,60,Male,PhD,Law,PhD in Law,"Legal Research, Compliance, Litigation",1997,28,CPLP,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
861,1199980005276981,RUTAYISIRE Olivier,26,Male,Diploma,Education,Diploma in Education,"Educational Technology, Classroom Management, Assessment",2022,3,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
862,1198970006225866,MUKAMURENZI Marie,36,Female,Bachelor's,Computer Science,Bachelor's in Computer Science,"Web Development, Data Structures, SQL, C++, Machine Learning, Python",2013,12,CISSP,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
863,1198770009655942,MUKAYIRANGA Claudine,38,Female,Master's,Engineering,Master's in Engineering,"Technical Drawing, AutoCAD, Quality Control, SolidWorks, MATLAB",2012,13,"PE License, Six Sigma Green Belt",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
864,1199580005393132,HABIMANA Florence,30,Male,Bachelor's,Nursing,Bachelor's in Nursing,"Medical Records, Patient Care, Emergency Response, Clinical Skills, CPR",2017,8,"NCLEX-RN, BLS",Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",1
865,1199380004448896,KALISA Emmanuel,32,Male,Master's,Marketing,Master's in Marketing,"Content Marketing, Google Analytics, Market Research, Email Marketing, Social Media, SEO",2021,4,"PCM, Google Analytics Certification",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
866,1197280005431832,NSENGIYUMVA Claudine,53,Male,Master's,Education,Master's in Education,"Classroom Management, Educational Technology, Lesson Planning",2000,25,TESOL,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
867,1198580000601836,HABIMANA Patrick,40,Male,Master's,Business Administration,Master's in Business Administration,"Strategic Planning, Negotiation, Communication, Business Analysis",2012,13,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",1
868,1197180007225775,MUTABAZI Eric,54,Male,Bachelor's,Business Administration,Bachelor's in Business Administration,"Communication, Strategic Planning, Business Analysis, Leadership, Project Management",1995,30,"CAPM, PMP",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
869,1196970001608271,MUKANYIRABUKA Theogene,56,Female,Master's,Nursing,Master's in Nursing,"Patient Care, CPR, Emergency Response, Healthcare Ethics",1996,29,"ACLS, CCRN, BLS",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
870,1199570006216591,MUKANDORI Marie,30,Female,Bachelor's,Nursing,Bachelor's in Nursing,"Clinical Skills, Healthcare Ethics, Emergency Response, Patient Care",2019,6,PALS,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
871,1196870005844617,MUKASHYAKA Olivier,57,Female,PhD,Education,PhD in Education,"Classroom Management, Educational Technology, Assessment, Curriculum Development, Lesson Planning",2002,23,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
872,2198870009127997,MUKAGASANA Grace,37,Female,Master's,Computer Science,Master's in Computer Science,"Web Development, Python, Java, Machine Learning",2013,12,"Azure Fundamentals, CISSP",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
873,1197370002988322,MUKAMANA Paul,52,Female,Master's,Computer Science,Master's in Computer Science,"C++, Machine Learning, Web Development",2003,22,"AWS Certified, Azure Fundamentals, Oracle Java",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
874,2196980009788897,HABIMANA Peter,56,Male,Diploma,Accounting,Diploma in Accounting,"SAP, QuickBooks, Auditing, Taxation, Financial Reporting",1990,35,"CPA, CFA, CIA",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
875,2198980001995171,RUTAYISIRE Peter,36,Male,Master's,Accounting,Master's in Accounting,"Taxation, SAP, QuickBooks, Financial Reporting",2019,6,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
876,1196780000143748,RUKUNDO Marie,58,Male,Master's,Business Administration,Master's in Business Administration,"Leadership, Negotiation, Communication, Strategic Planning",1991,34,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
877,1199980002602213,RUKUNDO Diane,26,Male,Diploma,Information Technology,Diploma in Information Technology,"Cybersecurity, Database Administration, Linux, Networking, ITIL, Windows Server",2019,6,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
878,1199880002019072,KALISA Eric,27,Male,PhD,Education,PhD in Education,"Classroom Management, Educational Technology, Curriculum Development, Lesson Planning, Assessment",2025,0,"TESOL, National Board Certification",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
879,1197070002748124,MUKAMURENZI Paul,55,Female,PhD,Information Technology,PhD in Information Technology,"Windows Server, Networking, Cloud Computing",1998,27,"CEH, CompTIA A+, CISM",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
880,1198480002946209,RUKUNDO Patrick,41,Male,Bachelor's,Business Administration,Bachelor's in Business Administration,"Business Analysis, Communication, Leadership, Project Management, Negotiation",2008,17,MBA,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",1
881,2196770000137124,MUKANDORI Olivier,58,Female,Master's,Business Administration,Master's in Business Administration,"Negotiation, Project Management, Business Analysis, Strategic Planning, Communication",1994,31,CAPM,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
882,1199580002706159,RUTAYISIRE Jean,30,Male,Diploma,Information Technology,Diploma in Information Technology,"Cloud Computing, Cybersecurity, Windows Server, Networking",2018,7,CEH,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
883,2199980006906322,MUTABAZI Alice,26,Male,Diploma,Law,Diploma in Law,"Litigation, Negotiation, Compliance",2021,4,CPLP,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
884,1198680003010956,TWAGIRAYEZU Alice,39,Male,Master's,Economics,Master's in Economics,"Python, R, Forecasting, Data Visualization, Statistical Analysis, Econometrics",2013,12,"Certified Business Economist, FRM, CFA",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",1
885,1199370004712476,MUKANYIRABUKA Grace,32,Female,Bachelor's,Computer Science,Bachelor's in Computer Science,"Python, Machine Learning, Web Development",2015,10,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
886,1197880001764172,TWAGIRAYEZU Florence,47,Male,Master's,Marketing,Master's in Marketing,"Email Marketing, SEO, Market Research",2006,19,"PCM, Google Analytics Certification",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
887,1199880000713806,RUKUNDO Florence,27,Male,Master's,Marketing,Master's in Marketing,"SEO, Google Analytics, Content Marketing, Email Marketing",2022,3,None,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
888,1197180007436213,RUTAYISIRE Claudine,54,Male,PhD,Computer Science,PhD in Computer Science,"C++, Web Development, Data Structures, Algorithms, Machine Learning, Java",1998,27,"CISSP, CompTIA Security+, Azure Fundamentals",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
889,1196980005339627,TWAGIRAYEZU Jean,56,Male,Master's,Economics,Master's in Economics,"R, Forecasting, Econometrics, Statistical Analysis, Data Visualization, Python",1995,30,CFA,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
890,1200170006661459,MUKAMUSONERA Florence,24,Female,Diploma,Computer Science,Diploma in Computer Science,"Python, SQL, Data Structures",2021,4,"CISSP, AWS Certified, Azure Fundamentals",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
891,1198880008819490,HABIMANA Alice,37,Male,Diploma,Accounting,Diploma in Accounting,"Auditing, Taxation, Financial Reporting",2009,16,"CFA, CPA",Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
892,2197370009873137,MUKANDAYA Grace,52,Female,Master's,Engineering,Master's in Engineering,"Project Management, Quality Control, SolidWorks",2000,25,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
893,1199570007407794,MUKANYIRABUKA Jean,30,Female,Master's,Business Administration,Master's in Business Administration,"Project Management, Communication, Strategic Planning, Leadership",2020,5,"MBA, PMP",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
894,1198870006203708,MUKAMUSONERA Jean,37,Female,Master's,Marketing,Master's in Marketing,"SEO, Market Research, Google Analytics, Email Marketing",2018,7,Google Analytics Certification,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
895,1197070003599898,MUKAMANA Grace,55,Female,Bachelor's,Economics,Bachelor's in Economics,"Statistical Analysis, Forecasting, R, Data Visualization",1995,30,"Certified Business Economist, CFA",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
